id,longitude,latitude,density
0,-123.08698672093024,49.33472551315789,14
1,-123.08010360465117,49.33472551315789,8
2,-123.0732204883721,49.33472551315789,25
3,-123.06633737209303,49.33472551315789,8
4,-123.05945425581396,49.33472551315789,5
5,-123.05257113953489,49.33472551315789,17
6,-123.27283086046512,49.330118802631574,26
7,-123.10075295348838,49.330118802631574,1
8,-123.09386983720931,49.330118802631574,24
9,-123.08698672093024,49.330118802631574,2
10,-123.08010360465117,49.330118802631574,1
11,-123.0732204883721,49.330118802631574,9
12,-123.06633737209303,49.330118802631574,6
13,-123.05257113953489,49.330118802631574,3
14,-123.27283086046512,49.32551209210526,55
15,-123.10075295348838,49.32551209210526,5
16,-123.09386983720931,49.32551209210526,2
17,-123.08698672093024,49.32551209210526,1
18,-123.08010360465117,49.32551209210526,1
19,-123.0732204883721,49.32551209210526,20
20,-123.06633737209303,49.32551209210526,20
21,-123.05945425581396,49.32551209210526,5
22,-123.10075295348838,49.320905381578946,26
23,-123.09386983720931,49.320905381578946,8
24,-123.08698672093024,49.320905381578946,5
25,-123.08010360465117,49.320905381578946,10
26,-123.0732204883721,49.320905381578946,40
27,-123.06633737209303,49.320905381578946,31
28,-123.05945425581396,49.320905381578946,1
29,-123.05257113953489,49.320905381578946,3
30,-123.10075295348838,49.31629867105263,1
31,-123.09386983720931,49.31629867105263,6
32,-123.08698672093024,49.31629867105263,14
33,-123.08010360465117,49.31629867105263,18
34,-123.0732204883721,49.31629867105263,24
35,-123.06633737209303,49.31629867105263,25
36,-123.05945425581396,49.31629867105263,3
37,-123.05257113953489,49.31629867105263,8
38,-123.04568802325582,49.31629867105263,1
39,-123.03880490697675,49.31629867105263,1
40,-123.10075295348838,49.31169196052631,1
41,-123.08698672093024,49.31169196052631,4
42,-123.08010360465117,49.31169196052631,106
43,-123.0732204883721,49.31169196052631,37
44,-123.06633737209303,49.31169196052631,7
45,-123.05945425581396,49.31169196052631,4
46,-123.05257113953489,49.31169196052631,6
47,-123.04568802325582,49.31169196052631,3
48,-123.03880490697675,49.31169196052631,4
49,-123.03192179069768,49.31169196052631,6
50,-123.08010360465117,49.30708525,3
51,-123.0732204883721,49.30708525,32
52,-123.06633737209303,49.30708525,14
53,-123.05945425581396,49.30708525,2
54,-123.04568802325582,49.30708525,2
55,-123.03880490697675,49.30708525,9
56,-123.03192179069768,49.30708525,24
57,-123.02503867441861,49.30247853947368,1
58,-123.1420516511628,49.29326511842105,11
59,-123.13516853488373,49.29326511842105,30
60,-123.1420516511628,49.28865840789474,118
61,-123.13516853488373,49.28865840789474,207
62,-123.12828541860466,49.28865840789474,126
63,-123.12140230232559,49.28865840789474,213
64,-123.11451918604652,49.28865840789474,3
65,-123.05945425581396,49.28865840789474,20
66,-123.05257113953489,49.28865840789474,7
67,-123.04568802325582,49.28865840789474,4
68,-123.02503867441861,49.28865840789474,7
69,-123.1420516511628,49.28405169736842,112
70,-123.13516853488373,49.28405169736842,197
71,-123.12828541860466,49.28405169736842,293
72,-123.12140230232559,49.28405169736842,66
73,-123.11451918604652,49.28405169736842,227
74,-123.10763606976745,49.28405169736842,206
75,-123.10075295348838,49.28405169736842,79
76,-123.09386983720931,49.28405169736842,45
77,-123.0732204883721,49.28405169736842,5
78,-123.06633737209303,49.28405169736842,31
79,-123.05945425581396,49.28405169736842,69
80,-123.05257113953489,49.28405169736842,14
81,-123.04568802325582,49.28405169736842,9
82,-123.03192179069768,49.28405169736842,2
83,-123.02503867441861,49.28405169736842,14
84,-123.1420516511628,49.2794449868421,41
85,-123.13516853488373,49.2794449868421,244
86,-123.12828541860466,49.2794449868421,207
87,-123.12140230232559,49.2794449868421,461
88,-123.11451918604652,49.2794449868421,246
89,-123.10763606976745,49.2794449868421,467
90,-123.10075295348838,49.2794449868421,329
91,-123.09386983720931,49.2794449868421,92
92,-123.08698672093024,49.2794449868421,49
93,-123.08010360465117,49.2794449868421,18
94,-123.0732204883721,49.2794449868421,59
95,-123.06633737209303,49.2794449868421,63
96,-123.05945425581396,49.2794449868421,73
97,-123.05257113953489,49.2794449868421,39
98,-123.04568802325582,49.2794449868421,23
99,-123.03880490697675,49.2794449868421,7
100,-123.03192179069768,49.2794449868421,6
101,-123.02503867441861,49.2794449868421,22
102,-123.20399969767442,49.27483827631579,2
103,-123.14893476744187,49.27483827631579,18
104,-123.1420516511628,49.27483827631579,1
105,-123.13516853488373,49.27483827631579,101
106,-123.12828541860466,49.27483827631579,263
107,-123.12140230232559,49.27483827631579,351
108,-123.11451918604652,49.27483827631579,140
109,-123.10763606976745,49.27483827631579,16
110,-123.10075295348838,49.27483827631579,204
111,-123.09386983720931,49.27483827631579,84
112,-123.08698672093024,49.27483827631579,33
113,-123.08010360465117,49.27483827631579,24
114,-123.0732204883721,49.27483827631579,56
115,-123.06633737209303,49.27483827631579,135
116,-123.05945425581396,49.27483827631579,19
117,-123.05257113953489,49.27483827631579,19
118,-123.04568802325582,49.27483827631579,5
119,-123.03880490697675,49.27483827631579,3
120,-123.03192179069768,49.27483827631579,5
121,-123.02503867441861,49.27483827631579,9
122,-123.24529839534884,49.27023156578947,46
123,-123.21776593023256,49.27023156578947,5
124,-123.21088281395349,49.27023156578947,1
125,-123.20399969767442,49.27023156578947,5
126,-123.19023346511628,49.27023156578947,14
127,-123.18335034883721,49.27023156578947,17
128,-123.17646723255814,49.27023156578947,13
129,-123.16958411627907,49.27023156578947,4
130,-123.162701,49.27023156578947,35
131,-123.15581788372094,49.27023156578947,121
132,-123.14893476744187,49.27023156578947,93
133,-123.1420516511628,49.27023156578947,14
134,-123.13516853488373,49.27023156578947,42
135,-123.12828541860466,49.27023156578947,40
136,-123.12140230232559,49.27023156578947,103
137,-123.11451918604652,49.27023156578947,24
138,-123.10763606976745,49.27023156578947,141
139,-123.10075295348838,49.27023156578947,87
140,-123.09386983720931,49.27023156578947,9
141,-123.08698672093024,49.27023156578947,2
142,-123.08010360465117,49.27023156578947,10
143,-123.0732204883721,49.27023156578947,127
144,-123.06633737209303,49.27023156578947,121
145,-123.05945425581396,49.27023156578947,22
146,-123.05257113953489,49.27023156578947,12
147,-123.04568802325582,49.27023156578947,12
148,-123.03880490697675,49.27023156578947,9
149,-123.03192179069768,49.27023156578947,2
150,-123.02503867441861,49.27023156578947,7
151,-123.25906462790698,49.265624855263155,24
152,-123.25218151162791,49.265624855263155,27
153,-123.21776593023256,49.265624855263155,8
154,-123.21088281395349,49.265624855263155,17
155,-123.20399969767442,49.265624855263155,3
156,-123.19711658139535,49.265624855263155,3
157,-123.19023346511628,49.265624855263155,13
158,-123.18335034883721,49.265624855263155,67
159,-123.17646723255814,49.265624855263155,47
160,-123.16958411627907,49.265624855263155,105
161,-123.162701,49.265624855263155,52
162,-123.15581788372094,49.265624855263155,136
163,-123.14893476744187,49.265624855263155,150
164,-123.1420516511628,49.265624855263155,87
165,-123.13516853488373,49.265624855263155,78
166,-123.12828541860466,49.265624855263155,29
167,-123.12140230232559,49.265624855263155,10
168,-123.11451918604652,49.265624855263155,103
169,-123.10763606976745,49.265624855263155,116
170,-123.10075295348838,49.265624855263155,183
171,-123.09386983720931,49.265624855263155,67
172,-123.08698672093024,49.265624855263155,21
173,-123.08010360465117,49.265624855263155,3
174,-123.0732204883721,49.265624855263155,81
175,-123.06633737209303,49.265624855263155,62
176,-123.05945425581396,49.265624855263155,18
177,-123.05257113953489,49.265624855263155,9
178,-123.04568802325582,49.265624855263155,5
179,-123.03880490697675,49.265624855263155,3
180,-123.03192179069768,49.265624855263155,11
181,-123.02503867441861,49.265624855263155,4
182,-123.25906462790698,49.26101814473684,49
183,-123.25218151162791,49.26101814473684,9
184,-123.24529839534884,49.26101814473684,70
185,-123.23841527906977,49.26101814473684,93
186,-123.21776593023256,49.26101814473684,9
187,-123.21088281395349,49.26101814473684,36
188,-123.20399969767442,49.26101814473684,26
189,-123.19711658139535,49.26101814473684,16
190,-123.19023346511628,49.26101814473684,24
191,-123.18335034883721,49.26101814473684,51
192,-123.17646723255814,49.26101814473684,123
193,-123.16958411627907,49.26101814473684,70
194,-123.162701,49.26101814473684,31
195,-123.15581788372094,49.26101814473684,53
196,-123.14893476744187,49.26101814473684,65
197,-123.1420516511628,49.26101814473684,133
198,-123.13516853488373,49.26101814473684,98
199,-123.12828541860466,49.26101814473684,97
200,-123.12140230232559,49.26101814473684,67
201,-123.11451918604652,49.26101814473684,99
202,-123.10763606976745,49.26101814473684,151
203,-123.10075295348838,49.26101814473684,244
204,-123.09386983720931,49.26101814473684,136
205,-123.08698672093024,49.26101814473684,93
206,-123.08010360465117,49.26101814473684,39
207,-123.0732204883721,49.26101814473684,125
208,-123.06633737209303,49.26101814473684,51
209,-123.05945425581396,49.26101814473684,16
210,-123.05257113953489,49.26101814473684,8
211,-123.04568802325582,49.26101814473684,2
212,-123.03880490697675,49.26101814473684,7
213,-123.03192179069768,49.26101814473684,5
214,-123.02503867441861,49.26101814473684,7
215,-123.25218151162791,49.25641143421053,183
216,-123.24529839534884,49.25641143421053,32
217,-123.21088281395349,49.25641143421053,15
218,-123.20399969767442,49.25641143421053,22
219,-123.19711658139535,49.25641143421053,9
220,-123.19023346511628,49.25641143421053,12
221,-123.18335034883721,49.25641143421053,25
222,-123.17646723255814,49.25641143421053,17
223,-123.16958411627907,49.25641143421053,27
224,-123.162701,49.25641143421053,18
225,-123.15581788372094,49.25641143421053,15
226,-123.14893476744187,49.25641143421053,31
227,-123.1420516511628,49.25641143421053,59
228,-123.13516853488373,49.25641143421053,80
229,-123.12828541860466,49.25641143421053,84
230,-123.12140230232559,49.25641143421053,67
231,-123.11451918604652,49.25641143421053,90
232,-123.10763606976745,49.25641143421053,72
233,-123.10075295348838,49.25641143421053,210
234,-123.09386983720931,49.25641143421053,113
235,-123.08698672093024,49.25641143421053,61
236,-123.08010360465117,49.25641143421053,41
237,-123.0732204883721,49.25641143421053,49
238,-123.06633737209303,49.25641143421053,42
239,-123.05945425581396,49.25641143421053,19
240,-123.05257113953489,49.25641143421053,6
241,-123.04568802325582,49.25641143421053,9
242,-123.03880490697675,49.25641143421053,3
243,-123.03192179069768,49.25641143421053,6
244,-123.02503867441861,49.25641143421053,2
245,-123.23841527906977,49.25180472368421,47
246,-123.2315321627907,49.25180472368421,25
247,-123.19711658139535,49.25180472368421,5
248,-123.19023346511628,49.25180472368421,15
249,-123.18335034883721,49.25180472368421,12
250,-123.17646723255814,49.25180472368421,10
251,-123.16958411627907,49.25180472368421,7
252,-123.162701,49.25180472368421,5
253,-123.15581788372094,49.25180472368421,3
254,-123.14893476744187,49.25180472368421,7
255,-123.12828541860466,49.25180472368421,16
256,-123.12140230232559,49.25180472368421,25
257,-123.11451918604652,49.25180472368421,84
258,-123.10763606976745,49.25180472368421,31
259,-123.10075295348838,49.25180472368421,122
260,-123.09386983720931,49.25180472368421,31
261,-123.08698672093024,49.25180472368421,36
262,-123.08010360465117,49.25180472368421,31
263,-123.0732204883721,49.25180472368421,7
264,-123.06633737209303,49.25180472368421,44
265,-123.05945425581396,49.25180472368421,12
266,-123.05257113953489,49.25180472368421,8
267,-123.04568802325582,49.25180472368421,2
268,-123.03880490697675,49.25180472368421,6
269,-123.03192179069768,49.25180472368421,3
270,-123.02503867441861,49.25180472368421,5
271,-123.2315321627907,49.24719801315789,6
272,-123.19711658139535,49.24719801315789,1
273,-123.19023346511628,49.24719801315789,8
274,-123.18335034883721,49.24719801315789,19
275,-123.17646723255814,49.24719801315789,9
276,-123.16958411627907,49.24719801315789,10
277,-123.162701,49.24719801315789,6
278,-123.15581788372094,49.24719801315789,6
279,-123.14893476744187,49.24719801315789,3
280,-123.1420516511628,49.24719801315789,4
281,-123.13516853488373,49.24719801315789,2
282,-123.12828541860466,49.24719801315789,20
283,-123.12140230232559,49.24719801315789,20
284,-123.11451918604652,49.24719801315789,50
285,-123.10763606976745,49.24719801315789,27
286,-123.10075295348838,49.24719801315789,168
287,-123.09386983720931,49.24719801315789,31
288,-123.08698672093024,49.24719801315789,41
289,-123.08010360465117,49.24719801315789,42
290,-123.0732204883721,49.24719801315789,22
291,-123.06633737209303,49.24719801315789,17
292,-123.05945425581396,49.24719801315789,6
293,-123.05257113953489,49.24719801315789,14
294,-123.03880490697675,49.24719801315789,5
295,-123.03192179069768,49.24719801315789,5
296,-123.02503867441861,49.24719801315789,4
297,-123.19711658139535,49.24259130263158,11
298,-123.19023346511628,49.24259130263158,1
299,-123.18335034883721,49.24259130263158,24
300,-123.17646723255814,49.24259130263158,5
301,-123.16958411627907,49.24259130263158,5
302,-123.162701,49.24259130263158,5
303,-123.15581788372094,49.24259130263158,6
304,-123.14893476744187,49.24259130263158,2
305,-123.1420516511628,49.24259130263158,6
306,-123.12828541860466,49.24259130263158,8
307,-123.12140230232559,49.24259130263158,23
308,-123.11451918604652,49.24259130263158,18
309,-123.10763606976745,49.24259130263158,19
310,-123.10075295348838,49.24259130263158,116
311,-123.09386983720931,49.24259130263158,14
312,-123.08698672093024,49.24259130263158,25
313,-123.08010360465117,49.24259130263158,10
314,-123.0732204883721,49.24259130263158,17
315,-123.06633737209303,49.24259130263158,23
316,-123.05945425581396,49.24259130263158,10
317,-123.05257113953489,49.24259130263158,7
318,-123.04568802325582,49.24259130263158,10
319,-123.03880490697675,49.24259130263158,3
320,-123.03192179069768,49.24259130263158,5
321,-123.19711658139535,49.23798459210526,10
322,-123.19023346511628,49.23798459210526,14
323,-123.18335034883721,49.23798459210526,6
324,-123.17646723255814,49.23798459210526,20
325,-123.16958411627907,49.23798459210526,13
326,-123.162701,49.23798459210526,6
327,-123.15581788372094,49.23798459210526,6
328,-123.14893476744187,49.23798459210526,1
329,-123.1420516511628,49.23798459210526,2
330,-123.13516853488373,49.23798459210526,1
331,-123.12828541860466,49.23798459210526,1
332,-123.12140230232559,49.23798459210526,15
333,-123.11451918604652,49.23798459210526,1
334,-123.10763606976745,49.23798459210526,5
335,-123.10075295348838,49.23798459210526,20
336,-123.09386983720931,49.23798459210526,1
337,-123.08698672093024,49.23798459210526,19
338,-123.08010360465117,49.23798459210526,10
339,-123.0732204883721,49.23798459210526,14
340,-123.06633737209303,49.23798459210526,19
341,-123.05945425581396,49.23798459210526,19
342,-123.05257113953489,49.23798459210526,4
343,-123.04568802325582,49.23798459210526,1
344,-123.03880490697675,49.23798459210526,1
345,-123.03192179069768,49.23798459210526,11
346,-123.02503867441861,49.23798459210526,3
347,-123.19711658139535,49.233377881578946,2
348,-123.19023346511628,49.233377881578946,9
349,-123.18335034883721,49.233377881578946,11
350,-123.17646723255814,49.233377881578946,3
351,-123.16958411627907,49.233377881578946,8
352,-123.162701,49.233377881578946,5
353,-123.15581788372094,49.233377881578946,23
354,-123.14893476744187,49.233377881578946,7
355,-123.1420516511628,49.233377881578946,5
356,-123.13516853488373,49.233377881578946,2
357,-123.12828541860466,49.233377881578946,2
358,-123.12140230232559,49.233377881578946,9
359,-123.11451918604652,49.233377881578946,11
360,-123.10763606976745,49.233377881578946,5
361,-123.10075295348838,49.233377881578946,5
362,-123.09386983720931,49.233377881578946,1
363,-123.08698672093024,49.233377881578946,13
364,-123.08010360465117,49.233377881578946,12
365,-123.0732204883721,49.233377881578946,5
366,-123.06633737209303,49.233377881578946,19
367,-123.05945425581396,49.233377881578946,8
368,-123.05257113953489,49.233377881578946,4
369,-123.04568802325582,49.233377881578946,1
370,-123.03880490697675,49.233377881578946,6
371,-123.03192179069768,49.233377881578946,28
372,-123.02503867441861,49.233377881578946,6
373,-123.19023346511628,49.228771171052635,2
374,-123.18335034883721,49.228771171052635,4
